"","Gene","p.value","FDR","indicator"
"574","BPIFA1",0.135,0.641183156791751,0
"578","AAK1",0.135,0.64169788725306,0
"576","SRFBP1",0.135,0.642210866930486,0
"583","CRHR2",0.136,0.642723056022105,0
"581","ABL2",0.136,0.643233508879516,0
"582","WDR76",0.136,0.643742234316089,0
"745","KIF16B",0.19,0.644249731788106,0
"587","CYYR1",0.137,0.644755959151673,0
"585","KPNA5",0.137,0.645260482046001,0
"584","IL9",0.137,0.645763309065055,0
"590","SPDYA",0.137,0.646264448745119,0
"588","CLPSL2",0.137,0.646763909565283,0
"589","CD300LB",0.137,0.647261699947921,0
"586","DCAF17",0.137,0.647757828259165,0
"592","PLXNA3",0.138,0.648253210287169,0
"591","EPB41L1",0.138,0.648746943789289,0
"593","NEURL4",0.138,0.649239036980771,0
"594","CYBRD1",0.138,0.649729498022364,0
"595","IQGAP3",0.139,0.650219223780415,0
"596","PTPRC",0.139,0.650707330610341,0
"597","PAX6",0.14,0.65119469993422,0
"599","UBAP2",0.14,0.651680463428366,0
"598","GABBR2",0.14,0.652164629016282,0
"954","CAMK4",0.261,0.652647914005307,0
"602","EMP2",0.141,0.653129761763113,0
"600","AUTS2",0.141,0.653610032277849,0
"601","JAK2",0.141,0.654088733281099,0
"604","DYNC1H1",0.142,0.654566712043405,0
"603","S100A16",0.142,0.655043133871632,0
"609","CIZ1",0.143,0.65551883167796,0
"608","GALR1",0.143,0.655992985010892,0
"607","OTOP1",0.143,0.656465601380021,0
"606","EPSTI1",0.143,0.656936688246338,0
"605","SGK1",0.143,0.657406253022618,0
"615","KIF5B",0.144,0.657875110505373,0
"611","PF4",0.144,0.658342457980132,0
"612","HMBOX1",0.144,0.658808302729891,0
"613","MBD5",0.144,0.659272651990888,0
"610","DISP2",0.144,0.659735512952971,0
"614","DACH1",0.144,0.660196892759975,0
"616","ABCA6",0.145,0.660657587291376,0
"617","SLC4A4",0.146,0.661117589137659,0
"620","SKA1",0.147,0.661576891136715,0
"619","NOX4",0.147,0.662034732716061,0
"618","TNFSF18",0.147,0.662491120830075,0
"623","RLBP1",0.148,0.662946813651257,0
"621","E2F7",0.148,0.663401064406548,0
"622","KMT2C",0.148,0.663853879930386,0
"626","KLHL8",0.148,0.664305267014085,0
"625","SLC12A6",0.148,0.664755232406182,0
"624","KDM5A",0.148,0.665203782812769,0
"973","NDC80",0.272,0.665651253539669,0
"784","ZBTB25",0.205,0.666097500542974,0
"627","CD1D",0.149,0.66654257644818,0
"628","SEZ6",0.149,0.666986261491181,0
"630","BTN3A3",0.15,0.667429282144541,0
"629","PIK3C3",0.15,0.667870922671254,0
"632","DMXL1",0.151,0.668311897743317,0
"633","COL25A1",0.151,0.668751503327577,0
"634","WNK2",0.151,0.669189745793747,0
"631","TET1",0.151,0.669626631472096,0
"804","STAC2",0.21,0.670063394856563,0
"635","NPC1",0.153,0.670498961864901,0
"638","CADM3",0.153,0.670933186602027,0
"636","FBXL19",0.153,0.671366075263038,0
"639","DPYSL5",0.153,0.671797634004968,0
"637","ITGA9",0.153,0.672227868947076,0
"640","ROCK1",0.153,0.672656786171138,0
"641","PRRT2",0.154,0.673085061054103,0
"985","GADD45G",0.28,0.673512065970212,0
"642","CST7",0.155,0.67393839000105,0
"644","TAS1R1",0.155,0.67436341624184,0
"643","IL12A",0.155,0.674787150609557,0
"646","OR10S1",0.156,0.675210246176489,0
"645","SMAD5",0.156,0.675632059635643,0
"648","VTA1",0.156,0.676052596805963,0
"647","KIAA1549",0.156,0.676471863471238,0
"649","ADAR",0.157,0.676890500412594,0
"651","BUB1",0.158,0.67730850237877,0
"654","CCDC68",0.158,0.677725247196175,0
"653","SMARCC2",0.158,0.678140740527642,0
"652","SETDB1",0.158,0.678554988002043,0
"650","SLC12A4",0.158,0.678967995214545,0
"655","CD300LF",0.159,0.679380381133104,0
"656","ACSS1",0.159,0.679791536048921,0
"657","ADCY2",0.16,0.680202069309953,0
"658","MOB1A",0.16,0.680611380745803,0
"659","PPP1R42",0.16,0.681019475802943,0
"833","RALGPS1",0.22,0.68142695202311,0
"661","PHF21A",0.161,0.681833222367604,0
"663","SPAST",0.161,0.68223829072883,0
"660","HSDL2",0.161,0.682642162433154,0
"664","EDNRB",0.162,0.683045425473753,0
"665","PRL",0.162,0.683447500699799,0
"666","KCNK5",0.162,0.683848393351651,0
"667","CSF2",0.163,0.684248681538508,0
"668","TMEM45B",0.164,0.684648360821815,0
"670","SCARB2",0.165,0.685047426909669,0
"671","RSPO3",0.165,0.685445326137616,0
"669","ZWINT",0.165,0.685842063615993,0
"673","UBA7",0.166,0.686238192338725,0
"674","ABHD1",0.166,0.68663316784829,0
"672","MBOAT7",0.166,0.687026995173234,0
"675","GIT1",0.167,0.687420218166209,0
"676","DHX32",0.168,0.687812832901776,0
"677","NAALADL2",0.168,0.688204311270524,0
"1023","NCOA6",0.3,0.68859483676716,0
"679","CFB",0.169,0.688984579698187,0
"678","FAM20B",0.169,0.689373199450739,0
"857","OR6F1",0.231,0.689761272133266,0
"680","GEM",0.171,0.690148681581096,0
"868","PTPN3",0.233,0.690535368187572,0
"866","BRCA2",0.233,0.690920946809503,0
"685","B3GAT1",0.172,0.691305534365325,0
"683","ZSCAN4",0.172,0.691689023099559,0
"681","PTPRD",0.172,0.692071417714722,0
"684","ATP8A1",0.172,0.692452722886537,0
"686","CPSF7",0.172,0.692832943264123,0
"687","LRRC4C",0.173,0.693212573868343,0
"691","LEF1",0.173,0.69359112750631,0
"689","CEP250",0.173,0.693968608754367,0
"690","OTOS",0.173,0.694345022162968,0
"688","MAPT",0.173,0.694720372256855,0
"880","ANKFN1",0.235,0.695094876695408,0
"693","ZPBP2",0.174,0.695468593821843,0
"884","CCNE2",0.236,0.695841391091865,0
"695","UCKL1",0.175,0.69621348346128,0
"886","PRKD3",0.238,0.69658497447179,0
"887","ABCA2",0.238,0.696955424891234,0
"697","ATP2B4",0.176,0.697324863903275,0
"696","RAB6B",0.176,0.697693270962768,0
"699","GRIN1",0.177,0.698061109610212,0
"698","SYT13",0.177,0.698427923637469,0
"700","RYR1",0.178,0.6987941699306,0
"702","FLII",0.179,0.699159845612804,0
"705","GAS1",0.179,0.699524506938052,0
"703","DCTN1",0.179,0.699888158121126,0
"704","DMRTB1",0.179,0.700250803353485,0
"714","C4orf36",0.18,0.700612885944219,0
"715","MMAA",0.18,0.700973969686427,0
"706","ZBTB7B",0.18,0.701334058707582,0
"710","PCNA",0.18,0.701693157112448,0
"711","YAP1",0.18,0.702051268983234,0
"708","PPP2CA",0.18,0.702408398379752,0
"712","SLN",0.18,0.702764549339567,0
"709","CIC",0.18,0.703119725878152,0
"707","TTC21B",0.18,0.703473931989035,0
"713","MDM4",0.18,0.703827171643954,0
"718","TCOF1",0.181,0.704179876969608,0
"719","UBE2U",0.181,0.704531622552878,0
"717","SCAMP1",0.181,0.704882412305759,0
"716","KLC2",0.181,0.705232250119013,0
"720","ARGLU1",0.181,0.705581139862311,0
"1062","C1GALT1",0.318,0.705929298211481,0
"723","PTPRT",0.182,0.706276722894041,0
"721","HTN3",0.182,0.706623209858159,0
"722","TBC1D8",0.182,0.70696876289515,0
"728","CATSPER1",0.183,0.707313799153819,0
"724","CPQ",0.183,0.707657907895662,0
"725","NDRG2",0.183,0.708001092855649,0
"727","CYP21A2",0.183,0.708343357748719,0
"726","MSI1",0.183,0.70868470626992,0
"731","IKZF4",0.184,0.709025548046334,0
"730","DDR1",0.184,0.709365479697845,0
"729","GDPD2",0.184,0.709704504864952,0
"732","GPR3",0.186,0.710043422182008,0
"733","NDUFA7",0.186,0.710381438123221,0
"734","MATN1",0.186,0.710718556279729,0
"922","SPARC",0.25,0.71105478759762,0
"735","TROAP",0.187,0.711390509624121,0
"737","TNRC6A",0.187,0.711725343497112,0
"736","MASP1",0.187,0.712059292736357,0
"740","SYT1",0.188,0.71239274373104,0
"738","SMC4",0.188,0.712725316066975,0
"741","MPDZ",0.188,0.713057013212552,0
"739","RAD51AP1",0.188,0.713387838617931,0
"743","AGMO",0.189,0.713718172356022,0
"742","ARHGEF6",0.189,0.714047640212755,0
"744","FGFR2",0.19,0.714376617080819,0
"748","MLPH",0.191,0.714705100791383,0
"747","AGAP1",0.191,0.715032726842128,0
"746","PRELID2",0.191,0.715359498587656,0
"749","UCN3",0.192,0.715685780827393,0
"946","DUSP18",0.258,0.716011493363239,0
"750","ZFHX4",0.193,0.716336437946605,0
"752","NUDT21",0.193,0.716660539612763,0
"754","OTOF",0.193,0.716983801637299,0
"753","XPO1",0.193,0.717306227278848,0
"751","DHTKD1",0.193,0.717627819779204,0
"756","AHNAK2",0.194,0.717948932776056,0
"755","PLA2G4D",0.194,0.71826921816209,0
"757","PHLDA1",0.194,0.718588679132717,0
"758","HNF1A",0.195,0.718907664136816,0
"759","ATP6V0E1",0.195,0.7192258301807,0
"761","PHIP",0.196,0.719543521072683,0
"760","CCNA2",0.196,0.719860398415646,0
"762","ZFYVE1",0.197,0.720176801455719,0
"763","KRTCAP2",0.197,0.720492396314336,0
"765","SLC6A2",0.198,0.720807517752192,0
"766","UTP20",0.198,0.721121836332882,0
"764","FARP1",0.198,0.721435355120745,0
"767","DPF3",0.199,0.721748404034772,0
"770","ETV1",0.2,0.722060981385738,0
"771","CYC1",0.2,0.722372766398678,0
"768","TRPM3",0.2,0.722683762082471,0
"769","TPH1",0.2,0.722993971430781,0
"965","TRAF5",0.267,0.723303534680669,0
"773","CDH20",0.201,0.723612497640079,0
"772","CUL5",0.201,0.723920682355259,0
"774","CAP2",0.202,0.724228405149671,0
"776","RGS14",0.202,0.724535354771234,0
"775","HJURP",0.202,0.724841534130257,0
"777","SPDL1",0.202,0.725146946122467,0
"780","ZNF589",0.203,0.725451902162242,0
"779","SLC25A18",0.203,0.725756095811917,0
"778","AURKA",0.203,0.726059529926887,0
"781","TMEM123",0.203,0.726362207348303,0
"783","FHL5",0.204,0.726664434677642,0
"782","KIAA0319",0.204,0.726965910197704,0
"785","RBM28",0.205,0.727266936561795,0
"788","KCNQ4",0.206,0.727567512322073,0
"787","CEP290",0.206,0.727867343161012,0
"786","ZBTB34",0.206,0.728166431844409,0
"793","MYCBP2",0.207,0.728465073320888,0
"790","PIK3C2G",0.207,0.728762977411005,0
"794","BACE2",0.207,0.729060146842454,0
"792","SLC35D2",0.207,0.72935658432949,0
"791","QKI",0.207,0.729652292573015,0
"789","PRPF18",0.207,0.72994727426066,0
"795","LARP4",0.208,0.730241819112981,0
"796","ZNF142",0.208,0.730535642041644,0
"979","SV2B",0.276,0.730828781706874,0
"978","PAPPA2",0.276,0.731121204649205,0
"800","ZNF417",0.209,0.73141316027379,0
"801","PSAT1",0.209,0.731704403811485,0
"798","CLEC4C",0.209,0.731994937864315,0
"799","ZNF566",0.209,0.732284765021638,0
"802","NXF1",0.209,0.732573887860231,0
"803","NMT2",0.21,0.73286258704563,0
"805","RHOT1",0.21,0.733150586354216,0
"808","TMCC2",0.211,0.733438162918082,0
"809","SLC17A7",0.211,0.733725044012627,0
"806","ZNF219",0.211,0.734011232157668,0
"807","GTDC1",0.211,0.734296729860864,0
"810","RABGAP1L",0.212,0.734581810099472,0
"813","FA2H",0.213,0.734866471636942,0
"811","CNTNAP5",0.213,0.735150448891871,0
"812","GDPD5",0.213,0.73543374432866,0
"818","RNF115",0.214,0.735716624154119,0
"814","MYH1",0.214,0.73599882642311,0
"820","PCTP",0.214,0.736280353567055,0
"816","SUCLG2",0.214,0.736561208005757,0
"821","AIF1L",0.214,0.73684139214747,0
"819","SPOCD1",0.214,0.737120908388964,0
"817","CRYGN",0.214,0.737399759115598,0
"815","FOSL1",0.214,0.737677946701383,0
"990","HCFC1",0.283,0.737955510834785,0
"828","KCNH1",0.215,0.738232637478617,0
"825","HLTF",0.215,0.73850910742424,0
"822","MID2",0.215,0.738784923003128,0
"826","PTER",0.215,0.739060086535731,0
"827","TNFRSF8",0.215,0.739334600331538,0
"823","ARHGEF11",0.215,0.739608466689148,0
"824","C2orf73",0.215,0.739881687896328,0
"992","LRP10",0.284,0.740154267640922,0
"996","SMO",0.285,0.740426425362451,0
"829","LIPH",0.217,0.740698227964614,0
"830","SRI",0.217,0.740969393280488,0
"831","ATP1A1",0.219,0.741240415881538,0
"832","CALCR",0.219,0.741510804511591,0
"835","IQGAP2",0.22,0.741780803334834,0
"834","KLB",0.22,0.742050172055807,0
"836","TRAPPC11",0.221,0.742319151872118,0
"1002","OSBPL8",0.291,0.742587518212237,0
"840","EMP3",0.223,0.742855717540699,0
"841","B3GAT2",0.223,0.743123293874206,0
"837","ABTB2",0.223,0.743390249380954,0
"838","KLHL24",0.223,0.743656586219087,0
"839","PARD3",0.223,0.743922306536762,0
"843","SLC26A5",0.224,0.744187642624587,0
"842","CEP55",0.224,0.744452365926989,0
"844","MRPS14",0.225,0.744716705948512,0
"849","PDZD4",0.225,0.744980436891644,0
"845","NCAPH",0.225,0.745243560859073,0
"848","TMEM37",0.225,0.745506079943817,0
"846","MAGI1",0.225,0.745767996229286,0
"847","NOTCH3",0.225,0.746029311789329,0
"850","KCNMB1",0.226,0.746290252316771,0
"851","BTN3A1",0.227,0.746550816936966,0
"1017","CCNB1",0.298,0.746810814362795,0
"853","PITPNM2",0.228,0.747070408414235,0
"852","TMEM51",0.228,0.747329410460996,0
"854","ASIC2",0.229,0.747588038507715,0
"3089","SCRT2",0.229,0.747846078094714,0
"855","USP7",0.23,0.748103744653928,0
"858","UBR4",0.231,0.748361037419215,0
"861","PLEKHH2",0.231,0.748617746754195,0
"860","MGME1",0.231,0.748873874641077,0
"856","CHMP7",0.231,0.749129423053102,0
"859","LCLAT1",0.231,0.749384393954592,0
"863","OPA1",0.232,0.749638997257554,0
"862","SLC2A13",0.232,0.74989302648317,0
"869","KRTAP3-2",0.233,0.750146689089886,0
"870","BBS1",0.233,0.75039978102707,0
"867","VRK2",0.233,0.750652304218329,0
"865","DOT1L",0.233,0.75090426057863,0
"864","TSHZ3",0.233,0.751155652014357,0
"871","TTK",0.233,0.751406480423353,0
"1237","KIF11",0.386,0.75165692711181,0
"876","BCOR",0.234,0.751906836909037,0
"873","MSH4",0.234,0.752156188871895,0
"877","COPS4",0.234,0.752404984866051,0
"872","IFI6",0.234,0.752653226748861,0
"874","MAP1A",0.234,0.752900916369419,0
"875","FGF12",0.234,0.753148055568597,0
"1041","RGL1",0.307,0.753394840902078,0
"878","TAF4",0.235,0.753641083057754,0
"879","RTN4RL1",0.235,0.753886779826596,0
"1045","GPATCH8",0.308,0.754132100839537,0
"881","SULT1B1",0.236,0.754376908078129,0
"883","FERMT1",0.236,0.754621174903391,0
"882","AKR7L",0.236,0.754864903102797,0
"885","GSE1",0.237,0.755108287984905,0
"889","MPHOSPH8",0.239,0.755351518604157,0
"888","VAT1L",0.239,0.755594214650619,0
"890","HTRA1",0.239,0.755836377884685,0
"891","LSP1",0.24,0.756078197406686,0
"892","CYP4F2",0.24,0.756319487203556,0
"1057","FGFR1",0.313,0.756560293213913,0
"894","RIPK1",0.241,0.75680071372617,0
"895","SLCO6A1",0.241,0.75704060930281,0
"893","CD86",0.241,0.75727998166118,0
"896","SLC2A12",0.242,0.757519015210888,0
"897","PRDM10",0.242,0.757757528557005,0
"898","BMPER",0.242,0.757995523395849,0
"901","SLC38A9",0.243,0.758233181846238,0
"899","MND1",0.243,0.758470324768535,0
"900","ZIC3",0.243,0.758706953838346,0
"903","DDHD1",0.244,0.758943248919175,0
"902","PHF12",0.244,0.759179033091721,0
"904","BICC1",0.244,0.759414308011194,0
"905","ARFGEF1",0.245,0.759649251320588,0
"908","TTF2",0.246,0.759883862489819,0
"909","MCM10",0.246,0.7601179685758,0
"907","MPRIP",0.246,0.760351571207833,0
"906","FMN2",0.246,0.760584672008218,0
"1067","TRIM5",0.32,0.760817340999416,0
"912","SGSM2",0.247,0.761049614597658,0
"913","C2orf69",0.247,0.761281390822029,0
"911","GPR156",0.247,0.761512671268379,0
"915","SLC9A7",0.248,0.761743627120563,0
"914","RALYL",0.248,0.761974090004012,0
"916","RBM19",0.248,0.762204061495386,0
"918","ANO2",0.249,0.762433710690884,0
"917","GRAMD4",0.249,0.762662871271072,0
"919","TTC8",0.249,0.762891544793704,0
"920","PLEKHB1",0.25,0.763119898299017,0
"921","SIPA1L1",0.25,0.763347767491488,0
"923","GJB5",0.251,0.763575317566197,0
"926","CHMP5",0.251,0.763802386053446,0
"924","DCP2",0.251,0.764028974480468,0
"925","GALNT1",0.251,0.764255084368045,0
"1087","HSD17B11",0.326,0.764480829971945,0
"1086","RUNDC3B",0.326,0.764706099821147,0
"927","GRIA1",0.252,0.764930944080675,0
"930","WIPF1",0.252,0.765155315481613,0
"928","ZNF713",0.252,0.765379215514062,0
"929","OSBPL6",0.252,0.765602645661868,0
"931","KIF3B",0.253,0.765825766461246,0
"933","HUWE1",0.253,0.766048419991934,0
"932","APPL2",0.253,0.766270607720256,0
"934","RD3",0.254,0.7664924882554,0
"935","DNM1",0.254,0.766713905574396,0
"937","ZFP90",0.255,0.766935016556107,0
"936","SDC3",0.255,0.767155666889939,0
"1097","TPX2",0.33,0.767375895236002,0
"938","SERPINI2",0.256,0.767595782117755,0
"939","CNTLN",0.256,0.767815212328932,0
"942","ARHGAP5",0.257,0.768034339194385,0
"940","TAF7L",0.257,0.768253011910895,0
"941","DTX3L",0.257,0.768471231888861,0
"944","RND1",0.258,0.768689150633205,0
"948","KLHL32",0.258,0.76890661913221,0
"943","GPR6",0.258,0.769123638779823,0
"945","SFTPB",0.258,0.769340210964246,0
"947","NRG4",0.258,0.76955633706796,0
"952","FANCD2",0.26,0.769772313210008,0
"953","CDC6",0.26,0.769987845413428,0
"951","SCYL2",0.26,0.77020293504559,0
"950","ACTR3",0.26,0.770417583468249,0
"949","THY1",0.26,0.770631792037583,0
"1110","VPS13A",0.336,0.770845645262285,0
"956","ESPL1",0.262,0.771059265932826,0
"955","SPTAN1",0.262,0.771272450197503,0
"957","HIRA",0.263,0.771485341154288,0
"958","SETX",0.263,0.771697798082619,0
"959","SCN5A",0.264,0.77190996255824,0
"960","ENO1",0.265,0.772121834265343,0
"961","FDCSP",0.265,0.772333275338894,0
"962","SOX6",0.266,0.772544424515039,0
"964","FAM111B",0.267,0.772755281504426,0
"963","HECTD4",0.267,0.772965711225345,0
"966","SLIT1",0.268,0.773175849645546,0
"968","SLCO1C1",0.269,0.773385696501077,0
"967","ELAVL3",0.269,0.773595119423566,0
"970","SEZ6L2",0.27,0.773804251681398,0
"969","PLA2G2F",0.27,0.774012962301613,0
"971","FKBP10",0.27,0.774221252558041,0
"1137","EP400",0.347,0.774429175948082,0
"972","OPRM1",0.272,0.774636888801084,0
"1142","KIF15",0.349,0.774844209309302,0
"974","POLK",0.273,0.77505121709319,0
"975","CYP2C19",0.274,0.775257936717306,0
"977","CDC42BPB",0.275,0.775464367984745,0
"976","TTLL12",0.275,0.775670386389649,0
"980","PDE3A",0.276,0.775876117366605,0
"981","GJA4",0.276,0.776081437702889,0
"982","KLRK1",0.278,0.776286593432655,0
"1159","TMEM200A",0.356,0.776491399317681,0
"984","TRIM2",0.279,0.77669585949362,0
"983","HIP1",0.279,0.776899913188096,0
"986","FABP2",0.28,0.777103681013406,0
"987","NAPB",0.28,0.777307044537476,0
"1164","CKAP2L",0.358,0.777510039221147,0
"988","CTDSP1",0.281,0.77771271577338,0
"989","CDH23",0.282,0.777915108357173,0
"991","SHKBP1",0.283,0.778117216853767,0
"994","GPBAR1",0.284,0.778319041155193,0
"993","PRG4",0.284,0.778520467381075,0
"995","DENND3",0.285,0.778721610378894,0
"3090","SNRPD3",0.285,0.778922357425929,0
"997","LEMD3",0.286,0.779122822212123,0
"998","CYP2A13",0.286,0.779322893157873,0
"1000","GIPC2",0.286,0.779522571422669,0
"999","CHL1",0.286,0.779721858161457,0
"1001","HTT",0.289,0.779921085334853,0
"1003","TM4SF18",0.292,0.780120245175255,0
"1004","GNPTAB",0.293,0.780319121340741,0
"1006","MYO1E",0.294,0.780517713818085,0
"1005","INO80",0.294,0.780715918797913,0
"1201","CSMD1",0.374,0.780913819189955,0
"1007","ITGB1",0.295,0.781111356092644,0
"1009","CDK4",0.295,0.781308508682292,0
"1008","SLC24A2",0.295,0.781505278079347,0
"1011","WFDC11",0.296,0.781701767878964,0
"1012","LCE3D",0.296,0.781897876515052,0
"1010","POLA2",0.296,0.782093605095643,0
"1014","DAZL",0.297,0.782289056094787,0
"1015","ZNF367",0.297,0.782484129045577,0
"1013","KIAA0753",0.297,0.782678825043806,0
"1018","STIL",0.298,0.782873245457359,0
"1016","IL37",0.298,0.783067290903866,0
"1019","N4BP2",0.299,0.783261061759494,0
"1020","NTRK2",0.299,0.783454459620213,0
"1218","KIF18A",0.379,0.78364751970218,0
"1024","APOBEC2",0.3,0.78384027299,0
"1022","SLC35E1",0.3,0.784032656309896,0
"1021","ATXN2L",0.3,0.784224670726015,0
"1219","SCUBE1",0.38,0.784416342598356,0
"1027","ANKRD35",0.301,0.784607719439538,0
"1025","SLC51A",0.301,0.784798730359418,0
"1026","KCNH2",0.301,0.78498937640648,0
"1030","CALM3",0.302,0.785179754668678,0
"1031","UBA2",0.302,0.785369769959929,0
"1029","UBA3",0.302,0.785559423317291,0
"1028","NEK2",0.302,0.785748715773878,0
"1225","ATP2B3",0.382,0.785937656713169,0
"1035","ALMS1",0.304,0.786126419382342,0
"1034","GLP2R",0.304,0.786314823868083,0
"1032","STAG2",0.304,0.786502871188921,0
"1033","GIGYF2",0.304,0.786690562359531,0
"1036","HIVEP1",0.305,0.786877991403519,0
"1038","EXO1",0.305,0.787065066139295,0
"1037","MCM3",0.305,0.787251787570565,0
"1040","TMEM243",0.306,0.787438248726061,0
"1039","DNAJC8",0.306,0.787624358399643,0
"1043","SFMBT1",0.307,0.787810208727585,0
"1042","MAPRE2",0.307,0.787995709384168,0
"1044","C1orf87",0.307,0.788180861355305,0
"1242","SYNJ2",0.388,0.788365718422149,0
"1046","LIFR",0.308,0.78855026601489,0
"1048","CIT",0.309,0.788734557008998,0
"1047","MICAL2",0.309,0.788918502888884,0
"1049","IGSF11",0.31,0.789102193089557,0
"1052","EPHB4",0.31,0.78928553994406,0
"1051","SERPINA7",0.31,0.789468544414147,0
"1050","CACNA2D4",0.31,0.789651207457984,0
"1053","BCAP29",0.311,0.789833617489837,0
"1054","MCM5",0.311,0.790015687838203,0
"1055","SPATA21",0.312,0.79019750607894,0
"1056","LGALS3BP",0.312,0.790378986367556,0
"1058","TFCP2L1",0.314,0.790560300602442,0
"1060","NR1I2",0.315,0.790741362871868,0
"1059","DSTN",0.315,0.790922089530044,0
"1061","ITGB6",0.317,0.791102648131834,0
"1064","SPAG17",0.319,0.791283036635567,0
"1063","SLC26A4",0.319,0.791463091703988,0
"1065","RIMS4",0.32,0.791642895165978,0
"1066","KRTAP19-7",0.32,0.791822366887263,0
"1069","AGL",0.32,0.792001507785099,0
"1068","ZMYM3",0.32,0.792180318773362,0
"1270","ACSS3",0.402,0.792358839525768,0
"1071","CHRM2",0.322,0.792537152645289,0
"1070","IL17A",0.322,0.792715138284334,0
"1072","CENPI",0.322,0.792892797344224,0
"1073","GGA3",0.323,0.793070209242515,0
"1075","STXBP1",0.323,0.793247296210589,0
"1076","PPM1E",0.323,0.793424059140295,0
"1074","HIVEP3",0.323,0.793600498920222,0
"1077","BANK1",0.323,0.79377661643571,0
"1279","NAV2",0.405,0.793952432871335,0
"1079","TBK1",0.324,0.794127985989842,0
"1081","MON2",0.324,0.794303219339464,0
"1078","CENPL",0.324,0.794478133793089,0
"1080","LRRC40",0.324,0.794652730220436,0
"1082","RIMS2",0.325,0.794827086138661,0
"1084","NPM3",0.326,0.795001201633437,0
"1085","S100A7A",0.326,0.79517500141562,0
"1083","MRPS10",0.326,0.795348486343125,0
"1285","LRIG1",0.409,0.795521730375778,0
"1088","SPATA19",0.327,0.795694663264633,0
"1090","LRRC19",0.327,0.795867283718278,0
"1089","IFNL1",0.327,0.796039592582656,0
"1091","TMEM170A",0.327,0.79621159070066,0
"1092","GLCE",0.328,0.796383353262469,0
"1093","BRD4",0.329,0.796554880355667,0
"1094","ANLN",0.329,0.796726098946899,0
"1095","LMTK2",0.33,0.796897082927825,0
"1096","FNBP1",0.33,0.797067759935715,0
"1098","TTC38",0.331,0.797238203189362,0
"1099","EFCAB12",0.331,0.797408340989148,0
"1101","LZTS1",0.333,0.797578317096297,0
"1100","TIMELESS",0.333,0.797747989131699,0
"1304","RBBP6",0.416,0.797917392191587,0
"1102","SLC43A3",0.334,0.798086528993774,0
"1106","ARL14",0.334,0.798255364035387,0
"1105","PDGFRL",0.334,0.798423898123271,0
"1104","TLR8",0.334,0.798592132061399,0
"1103","AMPD1",0.334,0.798760066650884,0
"1107","UBXN1",0.335,0.798927772363094,0
"1109","ANXA5",0.335,0.799095180196597,0
"1108","KRTAP5-3",0.335,0.799262290944326,0
"1111","KRT40",0.338,0.799429310844857,0
"1114","GABRP",0.338,0.79959603487311,0
"1113","HSPB1",0.338,0.799762463814588,0
"1115","NUMA1",0.338,0.799928598452014,0
"1112","USP20",0.338,0.800094439565345,0
"1118","TTF1",0.339,0.800260055127278,0
"1121","RRAGD",0.339,0.800425378598272,0
"1119","MYSM1",0.339,0.800590410750375,0
"1116","LCN12",0.339,0.800755152352914,0
"1120","CASP9",0.339,0.800919604172512,0
"1117","CPEB4",0.339,0.801083766973094,0
"1122","PIK3CA",0.34,0.801247707875015,0
"1123","OSBPL10",0.34,0.801411361161318,0
"1124","CORO2B",0.341,0.801574793353891,0
"1125","MSH2",0.341,0.801737939325462,0
"1126","SLC13A5",0.342,0.801900865005952,0
"1127","ZDHHC11",0.343,0.802063570505879,0
"1128","ZC3H7B",0.344,0.802226055939651,0
"1129","MCM4",0.345,0.802388321425496,0
"1130","SLC25A23",0.345,0.802550303972394,0
"1132","NUSAP1",0.346,0.802712067377759,0
"1131","PLSCR4",0.346,0.802873549210617,0
"1133","PBXIP1",0.346,0.803034750205505,0
"1134","GALNT5",0.347,0.803195733540464,0
"1138","MRPL30",0.347,0.803356437390466,0
"1139","FAM135B",0.347,0.803516862482706,0
"1136","KLHL2",0.347,0.803677009541857,0
"1135","SETD2",0.347,0.803836879290084,0
"1336","CADPS2",0.431,0.803996505119173,0
"1140","EIF1B",0.348,0.804155884054787,0
"1141","PLEKHA4",0.348,0.804314987724536,0
"1341","MAST2",0.433,0.80447390290072,0
"1145","SLC40A1",0.35,0.804632579838059,0
"1143","TCF7L2",0.35,0.804790983430114,0
"1144","CRY2",0.35,0.804949114382596,0
"1148","CAMK2G",0.351,0.805107033468254,0
"1147","ESR1",0.351,0.805264681215277,0
"1146","SDAD1",0.351,0.80542205832239,0
"1149","GATM",0.352,0.805579224978563,0
"1150","DZIP1L",0.353,0.805736181306669,0
"1151","DSG3",0.353,0.80589286887394,0
"1153","GDF3",0.354,0.806049346878958,0
"1152","PRSS58",0.354,0.806205557400207,0
"1157","EPG5",0.355,0.806361559122596,0
"1154","HDGF",0.355,0.806517294630442,0
"1156","MAP4K4",0.355,0.8066727646046,0
"1155","ARHGAP20",0.355,0.806827969723606,0
"1369","MFAP2",0.439,0.806982914475499,0
"1158","SSH2",0.356,0.807137649256452,0
"1160","SYT5",0.357,0.807292178006982,0
"1162","PPARD",0.358,0.807446500855662,0
"1161","SLC4A3",0.358,0.80760056191834,0
"1163","MASTL",0.358,0.807754361860571,0
"1165","KIF2C",0.358,0.807907901345661,0
"1378","PLXNA1",0.443,0.808061228421262,0
"1166","SYTL4",0.359,0.808214304759336,0
"1167","SLC18A1",0.359,0.808367122522514,0
"1168","SCN3B",0.36,0.808519737710714,0
"1170","FARS2",0.361,0.808672150453212,0
